Id,SalePrice
433,491483.97405866114
460,230745.6294388913
1116,234411.87648489693
1137,161009.3885782477
53,171005.62620304024
2354,287122.46927529067
1475,226668.96911164295
1761,642161.5377211957
842,140371.66864382918
2739,188309.6717383235
2509,134052.83362384373
1007,209296.93035211027
2610,171876.60570833343
1952,103946.31615817713
2719,215038.3037521118
2921,118715.91434572403
1966,133399.9757193937
292,133460.27380216014
1204,182736.4537953445
1829,283192.19913305726
2419,180084.84391315575
391,147896.43926954851
798,116896.13471780061
481,199598.38320754736
193,210320.83902015118
555,128169.5088436519
899,99312.39995886362
2357,170530.63993845842
328,123028.03468381998
1356,87501.32662639214
1154,109851.09561560604
1730,171194.52094732152
2249,137620.41128846002
1119,245236.0086991073
2856,131526.79452013384
1394,133496.77069022757
2587,117701.17484138181
61,334176.5147288251
2661,168154.07600433077
2711,130775.86378631229
1147,192081.93313825343
757,144677.61636755176
2623,103114.33769105535
2378,148285.2403589692
1413,132212.36189657234
1722,218777.25404554547
1112,228906.137411982
1623,186873.70821462368
1201,199098.9590676322
1513,134461.66352453572
957,256134.46523156995
1171,265304.9256228312
1145,192305.9494071386
2726,230293.91546674856
703,137618.82219677462
760,118338.467885597
1964,133555.87475399062
2512,172047.2427732473
159,137832.0373890723
1281,153648.7244630538
468,165108.27792438384
290,104527.13072013106
665,113048.20210281924
1463,268417.2157619234
1792,234466.73187127282
923,148252.07253427999
500,290034.9750510671
1408,145753.75898183932
331,111380.41435656897
170,109589.58243522317
2192,106123.40231913868
2571,317515.19049556146
2314,160262.940137401
2647,95293.39171220883
422,428500.4004888359
2457,324668.30564063694
1838,204361.1103201906
2805,237972.6422572284
1645,172732.76987988755
1711,299944.4204596843
2825,278034.00332243065
322,307640.76375688723
2103,273127.56397291285
342,116446.57065215493
600,112260.86228050766
488,192710.1416786112
1725,315867.7479693833
2246,282054.09838690946
2847,134419.5021520462
806,252028.23650069494
530,239886.86774515107
963,203235.13234368106
2678,119142.56458552205
171,98760.1077155965
2401,420390.37155622244
805,237030.03827065282
2259,202662.50460691212
1748,163126.28692843186
1361,134275.90804599418
1677,126945.98307278633
1406,127772.13322430235
2322,230684.67455033518
688,153592.98251423158
143,140870.2602341094
804,210693.0802820356
1214,156069.36614256003
2828,155811.74620158234
1999,147618.7062128266
2467,183056.7084786734
2665,160150.4643632317
1538,316638.0980697677
398,115523.80965310048
2822,141293.75142927264
2157,127784.6378232922
1856,182975.5272351757
1269,84509.26612776253
2570,121761.90021664127
2320,211864.71138925082
1517,133997.59574457433
2304,131544.48756377207
1312,96440.80119939182
2012,118383.97656562085
506,217076.84154757828
2865,177849.33544069802
2367,105658.6712664722
554,96465.31814943781
238,121501.33329591609
1954,113651.71586827547
2488,132494.64741826802
2291,120013.56898354794
1969,83541.9675726596
2725,140908.89432393678
1482,127784.6378232922
2763,180694.3434689482
503,258472.47947303162
1584,245518.87210513107
1531,138245.9241261605
2210,165414.33642594618
459,335737.5315737965
556,122154.74256905603
1347,140210.3065682822
1290,95381.88429799522
1388,118549.01687966331
1571,179421.13757971194
2754,194709.21238937133
765,158244.4950393877
2494,133350.3103618787
2870,187775.279702477
7,213463.6589935124
1114,275148.0216937925
2418,283206.8558248461
291,163290.8401465523
18,307132.90518082696
39,345420.96029390354
1001,255541.22887178627
2442,263056.32611554384
616,145073.46778345166
2680,105114.89677558742
1414,104863.00073745655
289,160693.6661330524
40,253234.07240321263
860,109632.43102894133
409,132988.26819875295
673,145280.8337853998
2427,172451.94235661166
2036,191405.86582342905
2564,138504.853982144
642,186726.84962408274
1008,199962.89575171133
1908,160329.54941854478
2519,190470.63817820852
1369,82331.2144879231
2855,156798.94652246303
712,81577.63342991809
1943,126585.75371219317
1958,115326.55926760283
107,109333.40553204654
2295,196549.30862403847
704,120675.891528899
676,114426.48122652477
259,179621.33964797703
93,298344.4851605297
106,241460.17758175504
2315,175859.87752437996
1050,115645.29143520849
1095,200069.25491662225
2709,131756.18079636875
758,151847.44135139315
1496,135122.38872754396
2370,126945.98307278633
2458,293539.91738242464
2733,127922.05589336736
161,307171.01130151213
726,141321.1767674213
845,234804.75282476883
947,246860.54985735755
2232,114526.73166064323
2563,136466.351149955
2299,163623.4582237441
211,126973.72442577637
605,176529.72879778116
1478,178167.92797830663
2247,282054.09838690946
2274,175888.34360129017
2869,213482.67933018255
967,234440.416648078
2656,124818.80830378333
667,224026.0976435932
1042,104308.38893393351
2023,131984.6407652148
2447,394592.68562067486
2055,120102.99197069442
2275,312256.31089766615
2204,144055.81441556793
1563,283608.6674816845
483,220287.56408268132
796,157248.7453603912
1526,126187.25800296948
2042,183443.55378910963
442,296070.04194179096
1693,314360.3640126417
1468,237273.8677588837
1430,172752.80902290097
2605,126054.99721206707
1529,158881.48097943777
335,144504.09208786933
1287,124631.01757366654
31,110427.80778781424
1785,299825.25035401375
82,148264.95727021055
2620,150686.343175259
252,187515.86955606617
721,86005.83392670649
2165,186025.95475287043
2316,172665.95148145038
775,135684.6732009418
1558,94925.68240286523
17,205858.17249241902
1022,267498.6122361361
925,125953.93671060797
438,283524.6994322643
1270,139943.61928786844
1272,115417.94761127632
215,113419.10504427209
266,232937.402755198
2402,258046.2032256389
1250,119335.19480898848
1984,100325.09103250301
1279,137022.75771092263
377,279538.7078270251
1252,123991.51498762467
2156,280577.1238653133
499,331237.8802104232
1374,122221.26198219386
2898,258518.97776783153
401,121248.71435554171
2721,169483.08067904436
2078,266298.6355745285
2589,117007.95622009865
1946,240174.59017107543
1334,104967.69669811099
2781,249571.86384706505
431,353902.58018982416
576,180373.4894968213
1474,219745.32314931008
2254,134537.65669264103
2155,287751.3340952409
885,118461.37750454085
643,129136.73262792802
1944,121238.60797221193
480,194704.19701174452
2845,131270.70413875475
2387,314150.7623295256
2407,218392.20889522927
2527,141471.58261365443
2514,118562.77697007632
629,167915.99074138643
80,209374.37240493303
1876,159111.7932725944
1546,114742.61913454876
2518,158406.07907013438
2347,162032.0776231522
783,199625.0074547058
1322,109902.68727556769
194,111564.8828177824
1770,328890.6946403183
2143,128893.28054070586
1229,178128.0252885873
511,293353.42143050267
46,233186.98488870575
1348,162380.1243929464
2465,179705.8951123375
387,210898.18315538153
873,230634.58655075432
1918,120989.15025982661
2764,242638.65385264292
2184,123749.23348646224
934,142553.00921622763
1920,118251.17100332638
2631,124203.44270422254
1768,629415.940029562
2040,108596.65527885885
1749,226874.4658654547
834,248695.47548608857
1457,277349.46975741524
79,118987.48107555212
2302,118174.52362753708
1817,145024.84982425056
2755,265762.44790511177
359,180915.6359700855
2059,116556.72310026048
2092,251217.1208535501
2516,244875.3581475065
150,120761.09790248095
1656,147546.00370216926
83,98067.0329591737
2411,184168.82070111192
795,98826.58406326475
2312,235630.76708569337
2917,118350.13255447982
1624,172689.3345758627
2215,250839.31392123678
1211,134192.82797317044
1485,128369.39065818432
1024,179565.04302938195
570,185156.11362020473
2874,118523.92402660447
700,126758.29889164484
2756,238591.80677619594
2022,160099.49769056746
583,215789.83085873266
2392,340633.2980873351
2424,220025.86317019627
212,111970.9878181649
736,115381.80131435339
1610,173937.12970723948
890,115905.71918247448
467,167071.0467640068
578,221416.45251359194
1747,181485.74331780974
1149,164360.14517459838
2758,271135.9603004937
857,127575.91934377779
2219,278179.51396365836
733,104571.45406055135
2909,121257.54390655301
1798,241807.48417441326
235,131199.8037794075
2366,141279.10649311577
1027,129135.83559340633
1195,118868.34331667318
1303,85697.08088501601
148,155780.86831812627
608,153838.98215145076
2515,179217.273610134
821,285563.01539797644
2500,298620.1196540025
745,102818.05957377827
741,128643.59504772264
1611,140896.16269471234
2532,125757.8438462958
1081,241631.10469713534
1692,405100.2929579823
2520,150000.0103979879
276,115339.82405193649
1992,141786.00836075266
663,98766.2737636064
418,114661.78325332719
1733,196601.51863135473
2359,138836.82570966182
253,188067.635009272
1518,170506.2745747777
2035,139500.46835262206
2919,119654.30510552312
1540,218496.29346921714
2120,140112.4620600294
1674,187953.93684452347
256,138160.6174741903
2361,113542.86019761745
978,110964.56891102041
2280,157124.96893385673
2095,219579.1429634948
1709,324527.9855867472
2801,242337.56510088267
1246,110400.6796064942
2373,105206.81894284219
1055,271780.52879520203
2017,136238.60422477254
1099,274206.22919333004
1344,78246.60364361314
835,183877.7010626932
1117,231125.44697129872
2043,118427.76311837573
2085,150959.47418720616
410,148542.2480311862
2650,109076.50766853525
2867,147735.85681099762
1668,127026.2816790454
1161,146722.51103644658
2122,178040.87552900828
2539,145365.53839582804
1047,142540.81531700442
1445,133961.17805791914
541,146581.44677600902
569,265873.46882514097
1276,117075.94295770294
918,124099.53930510412
326,162666.37215660012
1936,130676.6134276741
895,108725.8422639708
257,140875.58238245908
1241,174917.38348660438
1545,96202.41690581685
1189,165761.0707568829
270,126549.62139021629
2066,157923.4680090363
693,106143.91510468858
1259,117067.21506560377
2916,145410.53976440598
2321,352861.97299310367
1977,106889.84784604973
1895,149639.3735759821
1240,132727.02201656403
85,156021.38129236133
1823,130872.49240698338
825,325556.1950143938
110,239823.29569749426
697,128218.09041822681
2297,115478.35277091025
1231,129445.88009645295
1355,127683.44988896014
968,317612.2507666529
584,217311.61764753232
1315,129014.68749313423
1606,124547.03082166244
206,116760.87965372272
1685,314971.2507295774
2016,125191.30981405996
869,212426.0662707546
2135,122583.94778253164
2346,165377.32320935573
2430,248247.4789347065
2198,100734.58752113419
2652,116030.02717436232
27,124762.31871760312
241,178774.14888122655
906,117315.13039556646
1506,122505.58366906177
2098,412018.07781724795
1435,228869.1167307965
2213,105870.90688388966
1274,127523.99614293652
743,92630.57162130214
1737,207662.72709413854
2797,285960.29129347584
2185,97127.41127751168
58,159390.38892543525
830,204850.33451676866
808,116397.05858795595
680,159149.83378344987
1153,116986.05708630875
1291,137042.92061492137
1818,148451.61573221147
2161,177142.49674371508
1883,127068.56944726541
350,396837.1454516603
2473,149853.47846254657
295,173847.81116465875
293,179099.68087733543
859,125643.62386604535
288,86554.58199102848
1578,150809.24317384392
102,184436.18976988227
2831,207701.8306073839
1030,175478.9922914696
2551,140161.38479677873
1286,139051.36615211697
958,283341.2609402444
776,137175.1172396534
72,220451.74575704877
2263,258225.77844808367
1866,142157.57678477315
2876,89146.08008938341
2146,276263.35289563565
103,171226.11730132825
1500,154260.93760845123
492,173826.9897055758
167,134936.71482406982
2597,119104.95889257234
2685,108647.8569073856
1035,126756.98874387606
1220,96989.9532803788
2602,122659.71091303443
2159,220818.59603087703
695,124426.66420413853
1109,274217.33614419354
640,156863.026738917
1652,158889.34460447004
2090,190815.87450348536
1188,159072.00159244213
2345,250583.35244777834
1059,409268.07822806376
2751,254529.6252333355
128,225477.73383165157
1523,138524.61920605326
2925,126543.37451237814
2145,347943.38229141594
1121,207209.53469940257
566,364365.78055736254
565,206350.6386387461
1331,140281.82363458467
2928,132143.28433000212
156,116290.2211053989
797,135631.81429072877
327,118461.65805651058
2859,124885.30484829808
1453,112757.416129063
1762,380961.53240814694
1868,196044.88839166416
1760,175950.49215648312
1113,257361.60390365115
1812,192840.4877022376
117,141923.26116072622
1142,230492.54448119662
2342,352109.25060754275
927,118558.56142338991
2478,184119.91203829634
655,108203.3806154287
2064,128149.1955826205
369,264160.79784655327
2239,96649.22432465457
2732,213476.68919831302
1653,172428.01716598097
959,195164.09911807888
2395,356845.42109102325
1412,125402.29915500153
271,287529.92603731103
1484,127784.6378232922
1497,169486.54387970208
552,137329.0415932999
2,110260.97927791248
1855,364893.4169544103
4,295905.65166829206
2292,145380.8683350425
134,128478.85951273059
646,116266.30041049344
42,272697.1466647859
532,258233.86045025493
713,116767.20127673069
2561,121387.00654094097
2360,138907.6455278788
1333,129459.66874851072
1407,159245.56500003103
2892,323821.3162850009
574,225504.5084515208
1227,160787.8288266744
2591,217914.05520666292
1476,241589.3313756627
1125,249234.4546447476
1446,151803.39827322512
408,127144.81252807811
1101,292781.4664336281
2251,213360.54230375862
373,178689.5091629052
2554,114600.7173904611
2382,261520.17299848425
1985,105008.08371470857
519,221172.42277067754
1093,201234.8166321322
864,264068.000237711
2889,138550.2059895676
2308,193363.1716210108
986,156677.62184556617
1302,132948.94118962297
585,141598.59388766915
2708,119661.99546565324
147,138301.45557374874
1441,255559.38248986227
383,207469.17309498304
285,144208.07514058496
181,112516.43654016867
358,166960.69012659427
780,172275.91480221003
258,192578.97611531767
1865,202821.07771323025
692,116827.511495088
2902,345822.3200469947
508,281516.9574297191
2638,150873.33021534228
36,146093.47696506322
611,168827.11565128583
2281,126759.7389654957
1678,130046.270616944
1696,455675.4469127747
1557,99513.25592870747
2180,165853.16771109338
1726,206400.56760326252
951,127847.83939831628
267,248331.4123568092
2706,141101.7622382502
2221,208274.7551845395
1357,137333.73814088036
2901,328600.1658127924
347,154898.40768265177
2164,192047.31051995192
1586,334115.88260954345
360,170998.90104378003
1769,260849.18829013628
2617,132451.97800814395
1879,187817.69066609003
991,193378.57633026305
1535,138519.88761894932
1191,152533.68396407593
1579,182654.8867508686
1882,125743.06210790976
1510,135988.11065880244
2196,171879.34926255283
1845,160206.8393647183
2336,380497.48911843717
942,107820.14479116007
861,113696.13974555633
2555,134852.84609720367
1392,138798.2436782354
2099,267827.8769922118
1543,119359.85556525562
948,278815.5250452956
1239,164418.53690047536
22,165049.04828068017
2796,282418.2261803665
2747,197270.28830124534
92,310984.1261546334
210,172902.5813342565
1858,186165.3476248235
2228,162662.52280988052
447,244957.3779698233
827,273877.01269116346
1649,217365.82837112865
682,128408.8893832586
2698,99061.58553252317
494,159390.38892543525
214,150422.5790846845
2441,288797.8323756638
2679,95490.74609714473
1336,100576.84929941308
465,172382.81193852992
1524,116028.5202142486
2543,112576.95714138902
631,139099.34871998915
2452,332630.03698932845
228,145566.20817227062
126,187152.46903068398
1092,232700.93579645728
1122,207686.51252509045
932,178298.04173814872
1980,83070.72223305024
2171,116277.12715482742
551,152588.2436766829
2768,154646.2226015199
2056,120853.70677003259
1159,403569.1531265985
2645,157252.43887910727
1174,160913.42787273746
2266,225728.25033291112
2462,396668.9239448069
1219,150729.078086502
2922,182807.03350243956
118,140488.41095745977
474,170678.07317811216
2576,146942.23851656436
872,311341.73249083734
1077,209019.35616477916
1536,131884.70093949186
1150,121318.71384923646
2341,323445.61227104045
1931,126657.16014191788
2785,128432.61110042477
2538,131454.0160486177
597,205651.19144752508
464,176449.31054595788
233,210330.2812011022
2169,125532.06596497748
2123,169544.1929622527
1867,158069.2923438145
137,268849.1417324708
515,220980.33316904216
933,118413.57384375444
2784,173111.19851018096
972,187150.04771247524
599,139060.74117720505
2614,118572.08445084564
2582,142002.50484338583
1409,125382.73210959818
175,134183.32734387077
352,222853.54043790896
976,117682.05159566051
2134,198685.18939356663
984,129811.7850194646
2396,318186.62629534246
1673,123652.60655596238
404,132391.54273126402
607,161005.34170858227
814,166221.20796698605
868,198907.5293218969
2271,224759.54432068634
1633,264980.9971662723
337,219807.01531762886
2765,184426.73471668054
1746,248355.85339855577
368,348886.4712042954
2806,222703.78660023405
1662,174437.42707444227
1234,218819.46712332606
1373,131861.74566931996
1672,116448.60532909178
1939,114442.98648980264
